numero,pregunta,documento_esperado,pagina_esperada,sin_respuesta,rank,documento,titulo_documento,pagina_inicio,pagina_fin,chunk_id,chunk_global_id,vector_posicion,similitud,documento_correcto,chunk_relevante,texto
2,¿Cuál es el máximo de veces que un estudiante puede cambiar de carrera?,documento_fuente.pdf,40.0,False,1,documento_fuente.pdf,Reglamento de la Gestión Académico-Administrativa de la Universidad de El Salvador,40,40,138,138,137,0.707211971282959,True,False," 157. Todo estudiante para tener derecho al cambio de carrera debe cumplir con los siguientes requisitos: 1) Haber estado matriculado como mínimo durante un año académico e inscrito Unidades de Aprendizaje al menos durante un ciclo académico. 2) Tener aprobado al menos el 20 por ciento del total de las Unidades de Aprendizaje inscritas desde su ingreso. 3) No poseer unidades de aprendizaje reprobadas en última matrícula, que sean obligatorias en la carrera solicitada o que resultaren equivalentes de acuerdo a lo establecido en el plan de estudio; y 4) No tener pendiente el cumplimiento de sanción disciplinaria. El cambio de carrera no podrá ser concedido a ningún estudiante que lo solicite para el mismo año de su ingreso ** DEL TRÁMITE DE CAMBIO DE CARRERA. Articulo 158. El trámite de camb"
2,¿Cuál es el máximo de veces que un estudiante puede cambiar de carrera?,documento_fuente.pdf,40.0,False,2,ley_organica_ues.pdf,Ley Orgánica de la Universidad de El Salvador,5,5,21,238,237,0.6272992491722107,False,False,"ngan menos de dicho tiempo de fundación, o creadas con posterioridad a la vigencia de la presente Ley; c) Tratándose de estudiantes, haber aprobado el cincuenta por ciento de su carrera como mínimo en la Facultad correspondiente; haber obtenido en el año anterior, un promedio de calificaciones no menor del setenta por ciento del máximo obtenible, o su equivalente en otros sistemas y haber estudiado en la Universidad como alumno regular, durante los dos años anteriores a la elección. Además de los requisitos anteriores, los representantes a que se refiere el presente articulo, deberán ser salvadoreños, de reconocida honorabilidad; no ser funcionarios públicos, ni desempeñar cargos de dirección en la Universidad o en otras universidades e instituciones de educación superior, ni formar parte "
2,¿Cuál es el máximo de veces que un estudiante puede cambiar de carrera?,documento_fuente.pdf,40.0,False,3,documento_fuente.pdf,Reglamento de la Gestión Académico-Administrativa de la Universidad de El Salvador,59,59,207,207,206,0.6183624267578125,True,False," del Curso de Formación Pedagógica, los títulos de posgrados y aquellos otros que tengan una duración igual o mayor a seis meses. PÉRDIDA DE LA AUTORIZACIÓN DE REPOSICIÓN. Artículo 246. El interesado que sin causa justificada no hiciere uso de su derecho de reposición en el plazo de seis meses a partir de la emisión del Acuerdo del Consejo Superior Universitario, se le archivará el respectivo expediente, debiendo reiniciar el proceso de la reposición en caso de interesarse nuevamente. INCINERACIÓN DE TÍTULO DAÑADO. Artículo 247. Una vez finalizado el trámite de reposición de título por la causal de daño, la Secretaria de Asuntos Académicos procederá a solicitar al Consejo Superior Universitario, autorización para incinerar el título dañado. CAPITULO II REPOSICION DE EXPEDIENTE SOLICITUD DE"
2,¿Cuál es el máximo de veces que un estudiante puede cambiar de carrera?,documento_fuente.pdf,40.0,False,4,reglamento_sistema_escalafon_personal_ues.pdf,Reglamento General del Sistema de Escalafón del Personal de la Universidad de El Salvador,13,13,61,690,689,0.6123016476631165,False,False,"a, debidamente comprobados y obtenidos en Instituciones Nacionales o Internacionales de reconocido prestigio, adicionales al grado académico mínimo exigido para el ingreso a la carrera del personal académico. Dependiendo de la naturaleza de los estudios acreditados, la ponderación en puntos será como sigue: 1) Doctorados con carácter de Post-Grado: 12 puntos 2) Maestría: 10 puntos 3) Cursos de 181-240 horas hasta un máximo de tres cursos: 2 puntos cada uno 4) Cursos de 141-180 horas hasta un máximo de tres cursos: 1.5 puntos cada uno 5) Cursos de 101-140 horas hasta un máximo de tres cursos: 1.0 punto cada uno 6) Cursos de 60-100 horas hasta un máximo de tres cursos: 0.5 puntos cada uno. El puntaje máximo obtenible en este aspecto en cada categoría se puede obtener mediante Maestría o Doct"
2,¿Cuál es el máximo de veces que un estudiante puede cambiar de carrera?,documento_fuente.pdf,40.0,False,5,reglamento_sistema_escalafon_personal_ues.pdf,Reglamento General del Sistema de Escalafón del Personal de la Universidad de El Salvador,11,11,48,677,676,0.6012685894966125,False,False,"romoción del personal académico de la misma Facultad o de la Universidad. Si no hubiere personal nombrado en la unidad que cumpliera con los requisitos que exige el cargo, éstas podrán optar según sus necesidades a nombrar personal interino, que durará en sus funciones durante un ciclo académico y proceder de inmediato a convocar a un concurso de oposición. Reingreso a la Carrera Académica Art. 33. - Todo académico que haya ejercido la docencia en la Universidad como mínimo 5 años consecutivos y hubiere terminado su relación laboral sin responsabilidad para el trabajador, podrá optar a reingresar al ejercicio docente en el caso que la Universidad requiera el recurso académico, sin someterse a concurso de oposición previo análisis y dictamen del Comité. Tendrá derecho a reingresar a la cate"
2,¿Cuál es el máximo de veces que un estudiante puede cambiar de carrera?,documento_fuente.pdf,40.0,False,6,reglamento_sistema_escalafon_personal_ues.pdf,Reglamento General del Sistema de Escalafón del Personal de la Universidad de El Salvador,4,4,18,647,646,0.5998985171318054,False,False,"o automático, exención de pago de cuotas de matricula y escolaridad y demás cuotas académicas legalmente establecidas, en la carrera que elijan los hijos del Personal Académico y Administrativo no docente, que labora como mínimo desde medio tiempo, siempre que cumpla con los requisitos legales y reglamentarios establecidos. Este derecho se gozará a partir del momento en que inicie la relación laboral con la Universidad, y se mantendrá vigente, no obstante retiro voluntario del personal después de diez años de servicio; o en caso de jubilación o muerte, después de tres años de servicio; f) En caso de disolución de la relación laboral por jubilación, fallecimiento, supresión de plaza o terminación de contrato, renuncia voluntaria e invalidez permanente, el miembro del Personal Académico o Ad"
2,¿Cuál es el máximo de veces que un estudiante puede cambiar de carrera?,documento_fuente.pdf,40.0,False,7,documento_fuente.pdf,Reglamento de la Gestión Académico-Administrativa de la Universidad de El Salvador,45,45,155,155,154,0.5967041850090027,True,False,"rá suscribir y extender la constancia de egreso en un plazo de quince (15) días hábiles siguientes al cierre del ciclo académico, salvo casos especiales.*** DE LA CALIDAD DE EGRESADO. Artículo 184. La calidad de egresado tendrá una duración ordinaria de tres años académicos. La calidad de egresado se pierde por las siguientes causas: 1) Por la obtención del respectivo grado académico mediante la recepción del título correspondiente; y 2) Por caducar el plazo de tres años, sin que el egresado haya obtenido el grado académico que corresponda. Cuando el vencimiento de dicho plazo ocurra con posterioridad a la aprobación del trabajo de graduación y antes del acto de graduación que de conformidad al programa de la Universidad corresponda, la calidad de egresado se ampliará automáticamente por u"
2,¿Cuál es el máximo de veces que un estudiante puede cambiar de carrera?,documento_fuente.pdf,40.0,False,8,documento_fuente.pdf,Reglamento de la Gestión Académico-Administrativa de la Universidad de El Salvador,29,29,100,100,99,0.5913193225860596,True,False,"duración máxima de 6 semanas, el estudiante podrá inscribir y cursar una carga académica máxima de 6 unidades valorativas. Las Unidades de Aprendizaje a impartirse en el Ciclo extraordinario serán aquéllas que no requieran un período prolongado de actividad académica, las que deberán establecerse en el respectivo plan de estudios. Artículo 108. Para efecto de registro académico, las Unidades de Aprendizaje del Ciclo Extraordinario se planificarán y reportarán como Ciclo III. Artículo 109. El período para el inicio y finalización de las actividades académica administrativas en el Ciclo extraordinario, lo fijará el Consejo Superior Universitario a propuesta de la Junta Directiva. TITULO VII INSCRIPCIÓN, RETIRO Y EVALUACION DE UNIDADES DE APRENDIZAJE CAPITULO I PROCEDIMIENTO DE INSCRIPCION IN"
2,¿Cuál es el máximo de veces que un estudiante puede cambiar de carrera?,documento_fuente.pdf,40.0,False,9,reglamento_sistema_escalafon_personal_ues.pdf,Reglamento General del Sistema de Escalafón del Personal de la Universidad de El Salvador,7,8,35,664,663,0.5912634134292603,False,False,"l hasta

432 que cumpla seis meses; éste permiso diario podrá extenderse por períodos de tres meses hasta que el recién nacido cumpla un año, con la recomendación del respectivo pediatra; a solicitud de la trabajadora, el permiso podrá fraccionarse en dos períodos de treinta minutos. Tales permisos se considerarán como horas de trabajo y remuneradas como tales. CAPITULO III DE LA CARRERA DEL PERSONAL ACADÉMICO Sección Primera De la Administración de la Carrera del Personal Académico Comité de Administración Art. 17. - Para el correcto cumplimiento del Escalafón del personal Académico, se instituirá en cada Facultad, un Comité de Administración de la Carrera del Personal Académico, el cual se denominará “El Comité”. Estará integrado por seis miembros propietarios de los cuales tres represen"
2,¿Cuál es el máximo de veces que un estudiante puede cambiar de carrera?,documento_fuente.pdf,40.0,False,10,documento_fuente.pdf,Reglamento de la Gestión Académico-Administrativa de la Universidad de El Salvador,22,23,78,78,77,0.5882550477981567,True,False,"anciera al último ciclo que inscribió Unidades de Aprendizaje y en su defecto al último mes en que realizó gestión académico-administrativa. Los estudiantes que se activen, se incorporarán al último Plan de Estudios vigente en el Ciclo y año de su activación. Todo aquel estudiante inactivo por un período igual o mayor a cinco años deberá realizar trámite de revisión o asignación de cuota en la Unidad de Estudios Socioeconómicos. Definiciones Art. 79-A. Para efectos de la correcta aplicación del presente Reglamento, se entenderá por: Estudiante matriculado Es el estudiante que tiene matrícula vigente, conforme al artículo 40 de la Ley Orgánica, lo cual se comprobará con el recibo de pago de cuota de matrícula. Estudiante activo

23 Es el estudiante matriculado en el año académico correspond"
3,¿Cuál es la naturaleza jurídica de la Universidad de El Salvador?,ley_organica_ues.pdf,1.0,False,1,ley_organica_ues.pdf,Ley Orgánica de la Universidad de El Salvador,1,1,3,220,219,0.8255747556686401,True,False,"alidad jurídica y patrimonio propio; por lo que se hace necesario decretar una ley específica denominada Ley Orgánica de la Universidad de El Salvador, que será su estatuto normativo, conforme se establece en el referido artículo 61 de la Constitución; IV- Que siendo necesario fortalecer la autonomía de la Universidad de El Salvador, dotándola de los mecanismos democráticos imprescindibles y de los recursos potenciales suficientes, para el sostenimiento de su desarrollo institucional, académico y científico; con el objeto de lograr la excelencia académica, el progreso de la educación superior en todo el país y el acceso de personas de todos los estratos sociales a las posibilidades de formación profesional. DECRETA la siguiente: LEY ORGÁNICA DE LA UNIVERSIDAD DE EL SALVADOR CAPÍTULO I DISP"
3,¿Cuál es la naturaleza jurídica de la Universidad de El Salvador?,ley_organica_ues.pdf,1.0,False,2,reglamento_unidades_valorativas_cum_ues.pdf,Reglamento del Sistema de Unidades Valorativas y de Coeficiente de Unidades de Mérito de la Universidad de El Salvador,1,1,1,744,743,0.8050382137298584,False,False,"404 21. REGLAMENTO DEL SISTEMA DE UNIDADES VALORATIVAS Y DE COEFICIENTE DE UNIDADES DE MERITO EN LA UNIVERSIDAD DE EL SALVADOR. ACUERDO No. 45/2001-2003 (VI) LA ASAMBLEA GENERAL UNIVERSITARIA DE LA UNIVERSIDAD DE EL SALVADOR , CONSIDERANDO: II. Que el artículo 60 de la Ley de Educación Superior, establece que la Universidad de El Salvador se regirá por su Ley Orgánica y demás disposiciones internas, en todo lo que no contraríe dicha ley. III. Que la Ley de Educación Superior en sus artículos 5 y 6 establece como obligatorio los Sistemas de Unidades Valorativas y de Coeficiente de Unidades de Mérito, para cuantificar el esfuerzo realizado por el alumno durante el estudio de su carrera, siendo necesario emitir un reglamento de carácter general que regule la aplicación de dichos sistemas en l"
3,¿Cuál es la naturaleza jurídica de la Universidad de El Salvador?,ley_organica_ues.pdf,1.0,False,3,ley_organica_ues.pdf,Ley Orgánica de la Universidad de El Salvador,1,1,1,218,217,0.7981682419776917,True,False,"76 4. LEY ORGÁNICA DE LA UNIVERSIDAD DE EL SALVADOR LA ASAMBLEA LEGISLATIVA DE LA REPUBLICA DE EL SALVADOR, CONSIDERANDO: I.- Que conforme al artículo 61 de la Constitución de la República, la educación superior se regirá por una ley especial y que, la Universidad de El Salvador y las demás del Estado, gozarán de autonomía en los aspectos docente, administrativo y económico; deberán prestar un servicio social, respetando la libertad de cátedra, se regirán por estatutos enmarcados dentro de dicha ley, la cual sentará los principios generales para su organización y funcionamiento; se consignarán anualmente en el presupuesto del Estado las partidas destinadas al sostenimiento de las universidades estatales y las necesarias para asegurar y acrecentar su patrimonio; que estas instituciones esta"
3,¿Cuál es la naturaleza jurídica de la Universidad de El Salvador?,ley_organica_ues.pdf,1.0,False,4,documento_fuente.pdf,Reglamento de la Gestión Académico-Administrativa de la Universidad de El Salvador,10,10,34,34,33,0.7933806777000427,False,False,"n la Universidad de El Salvador, o en otros contextos académicos nacionales o internacionales; c) Ser de reconocida y probada honorabilidad; y d) No haber sido sancionado disciplinariamente en la Universidad de El Salvador o instancias judiciales externas a la Universidad, en los últimos cinco años, anteriores a su nombramiento. ATRIBUCIONES Y DEBERES DE LA ADMINISTRACIÓN ACADÉMICA DE FACULTAD. Artículo 29. Son atribuciones y deberes de la Administración Académica de Facultad, las siguientes: a) Responsable de la comunicación entre la Facultad y la Secretaria de Asuntos Académicos en lo concerniente a los aspectos académicos administrativos; b) Contribuir a desarrollar las políticas y lineamientos académicos administrativos; c) Planificar, programar y coordinar con las unidades correspondi"
3,¿Cuál es la naturaleza jurídica de la Universidad de El Salvador?,ley_organica_ues.pdf,1.0,False,5,reglamento_arancel_academico_ues.pdf,Reglamento General de Arancel Académico de la Universidad de El Salvador,1,1,1,314,313,0.7891298532485962,False,False,"1 REGLAMENTO GENERAL DE ARANCEL ACADEMICO DE LA UNIVERSIDAD DE EL SALVADOR ACUERDO Nº 39/2013-2015(XIII). LA ASAMBLEA GENERAL UNIVERSITARIA DE LA UNIVERSIDAD DE EL SALVADOR, CONSIDERANDO: I. Que de conformidad al Art. 63 lit. “c” de la Ley Orgánica de la Universidad de El Salvador, forman parte del patrimonio universitario los ingresos que se recauden por los derechos que señalan las leyes y los reglamentos; II. Que el artículo “c” del Art. 19 de la referida Ley Orgánica establece que es competencia de la Asamblea General Universitaria, aprobar los Reglamentos Generales necesarios para la buena marcha de la Institución, así como sus reformas. III. Que el artículo 10 de la Ley de Integración Monetaria, aprobada mediante Decreto Legislativo N 211 de fecha 30 de noviembre de 2000, establece q"
3,¿Cuál es la naturaleza jurídica de la Universidad de El Salvador?,ley_organica_ues.pdf,1.0,False,6,documento_fuente.pdf,Reglamento de la Gestión Académico-Administrativa de la Universidad de El Salvador,1,2,3,3,2,0.7833818197250366,False,False,"ento es normar y desarrollar las disposiciones generales sobre la gestión, organización, administración y funcionamiento académico de la Universidad de El Salvador, así como los procedimientos, medidas y resoluciones académicas y administrativas necesarias para la buena marcha de la misma, desde los procesos de ingreso hasta el otorgamiento de los grados académicos ofrecidos por la Universidad, en concordancia con la Constitución de la Republica de El Salvador, Ley de Educación Superior y su Reglamento, Ley Orgánica de la Universidad de El Salvador y su Reglamento General y demás normativas pertinentes.

2 ÁMBITO DE APLICACIÓN. Artículo 2. El presente Reglamento por su carácter general será de aplicación obligatoria en todas las unidades académicas de la Universidad de El Salvador, y no po"
3,¿Cuál es la naturaleza jurídica de la Universidad de El Salvador?,ley_organica_ues.pdf,1.0,False,7,documento_fuente.pdf,Reglamento de la Gestión Académico-Administrativa de la Universidad de El Salvador,8,9,29,29,28,0.7819028496742249,False,False,"te en la Universidad de El Salvador o instancias judiciales externas a la Universidad, en los últimos cinco años, anteriores a su nombramiento.

9 ATRIBUCIONES Y DEBERES DE LA UNIDAD DE INGRESO UNIVERSITARIO. Artículo 25. Son atribuciones y deberes de la Unidad de Ingreso Universitario, las siguientes: a) Coordinar con el Comité de Ingreso Universitario y la Administración Académica de cada Facultad, la planificación, organización y ejecución de las fases del proceso de ingreso de aspirantes a estudiar en la UES, de acuerdo a lo establecido en la Ley de Educación Superior, la Ley Orgánica de la Universidad de El Salvador, Reglamento General de la Ley Orgánica, este Reglamento y normativas aplicables; b) Revisar y actualizar anualmente el Catálogo Académico de la Universidad de El Salvador;"
3,¿Cuál es la naturaleza jurídica de la Universidad de El Salvador?,ley_organica_ues.pdf,1.0,False,8,reglamento_general_ley_organica_ues.pdf,Reglamento General de la Ley Orgánica de la Universidad de El Salvador,14,14,59,576,575,0.7816718220710754,False,False,"rado de la Universidad de El Salvador, organiza, orienta, impulsa y administra sus programas de estudios. Su objetivo es la formación de investigadores, docentes y profesionales de alto nivel académico. Todo lo referido al Sistema de Postgrado será regulado en su Reglamento Especial de organización y funcionamiento. En las Facultades se podrán crear las Unidades o Escuelas de Postgrado según corresponda. La Vicerrectoría Académica velará por la coordinación central del Sistema de Estudio de Postgrado, a nivel general de la Universidad. CAPITULO VI PROYECCION SOCIAL Y APOYO ACADEMICO Proyección Social Art. 58. - Para el cumplimiento de los fines de la Universidad y especialmente de lo establecido en los literales “b” y “d” del artículo 3 de la Ley Orgánica, se establece la Proyección Social"
3,¿Cuál es la naturaleza jurídica de la Universidad de El Salvador?,ley_organica_ues.pdf,1.0,False,9,documento_fuente.pdf,Reglamento de la Gestión Académico-Administrativa de la Universidad de El Salvador,60,60,211,211,210,0.7786957025527954,False,False,"l Salvador para que valore y dictamine si son suficientes para reconstruir el expediente. Una vez Fiscalía General de la Universidad de El Salvador emita dictamen favorable remitirá toda la documentación y dictamen a la Secretaria de Asuntos Académicos, quien los remitirá a la Rectoría de la Universidad de El Salvador para que ésta emita un acuerdo ordenando que con la documentación recopilada se tenga por repuesto el expediente a favor del solicitante y que lo habilitará para realizar cualquier trámite académico de graduado. En caso que Fiscalía General de la Universidad de El Salvador emitiere un dictamen desfavorable a la reconstrucción del expediente, establecerá recomendaciones para darle atención al graduado, por ser una destrucción o extravío imputable a la Universidad de El Salvado"
3,¿Cuál es la naturaleza jurídica de la Universidad de El Salvador?,ley_organica_ues.pdf,1.0,False,10,ley_organica_ues.pdf,Ley Orgánica de la Universidad de El Salvador,1,2,4,221,220,0.7760723233222961,True,True,"OSICIONES PRELIMINARES Objeto de la ley Art. 1. -La presente Ley tiene por objeto establecer los principios y fines generales en que se basará la organización y el funcionamiento de la Universidad de El Salvador. En la presente Ley, cualquier alusión a personas, su calidad, cargo o función, manifestada en género masculino, se entenderá expresada igualmente en género femenino. Naturaleza jurídica Art. 2. - La Universidad de El Salvador, que en el curso de esta Ley se denominará “la Universidad” o la “UES”, es una corporación de derecho público, creada para prestar servicios de educación superior, cuya existencia es reconocida por el artículo 61 de la Constitución de la República, con personalidad jurídica, patrimonio propio y con domicilio principal en la ciudad de San Salvador.

77 Fines A"
4,¿En qué ámbitos goza de autonomía la Universidad para cumplir sus fines?,ley_organica_ues.pdf,2.0,False,1,ley_organica_ues.pdf,Ley Orgánica de la Universidad de El Salvador,4,4,16,233,232,0.8453999161720276,True,False,"una de las Facultades gozará de autonomía administrativa y técnica; contará con un presupuesto para la consecución de sus fines y estará obligada a rendir cuentas de sus actividades a los organismos superiores. Calidad académica y científica Art. 11. - El Rector, el Vicerrector Académico, los Decanos y Vice-decanos y el Personal Docente de la Universidad, estarán especialmente obligados a velar por la constante superación, académica y científica, de la educación universitaria. Sección segunda Del gobierno de la universidad Órganos de gobierno Art. 12. - El gobierno de la Universidad, dentro de los límites de su respectiva competencia, será ejercido por la Asamblea General Universitaria, el Consejo Superior Universitario y el Rector. El gobierno de las Facultades será ejercido, dentro de lo"
